OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,zonal_0219_5m_p95_max,zonal_0219_5m_p95_min,zonal_0219_5m_p95_mean,zonal_0219_5m_p5_max,zonal_0219_5m_p5_min,zonal_0219_5m_p5_mean,zonal_0219_5m_max_min,zonal_0219_5m_max_mean,zonal_0219_5m_med_max,zonal_0219_5m_med_min,zonal_0219_5m_med_mean,zonal_0219_5m_min_max,zonal_0219_5m_min_mean,zonal_0219_5m_range_max,zonal_0219_5m_range_min,zonal_0219_5m_range_mean,zonal_0219_2m_max_min,zonal_0219_2m_max_mean,zonal_0219_2m_med_max,zonal_0219_2m_med_min,zonal_0219_2m_med_mean,zonal_0219_2m_min_max,zonal_0219_2m_min_mean,zonal_0219_2m_range_max,zonal_0219_2m_range_min,zonal_0219_2m_range_mean,zonal_0219_2m_p5_max,zonal_0219_2m_p5_min,zonal_0219_2m_p5_mean,zonal_0219_2m_p95_max,zonal_0219_2m_p95_min,zonal_0219_2m_p95_mean,zonal_0219_1m_max_min,zonal_0219_1m_max_mean,zonal_0219_1m_med_max,zonal_0219_1m_med_min,zonal_0219_1m_med_mean,zonal_0219_1m_min_max,zonal_0219_1m_min_mean,zonal_0219_1m_range_max,zonal_0219_1m_range_min,zonal_0219_1m_range_mean,zonal_0219_1m_p5_max,zonal_0219_1m_p5_min,zonal_0219_1m_p5_mean,zonal_0219_1m_p95_max,zonal_0219_1m_p95_min,zonal_0219_1m_p95_mean,zonal_0219_50cm_max_min,zonal_0219_50cm_max_mean,zonal_0219_50cm_med_max,zonal_0219_50cm_med_min,zonal_0219_50cm_med_mean,zonal_0219_50cm_min_max,zonal_0219_50cm_min_mean,zonal_0219_50cm_range_max,zonal_0219_50cm_range_min,zonal_0219_50cm_range_mean,zonal_0219_50cm_p5_max,zonal_0219_50cm_p5_min,zonal_0219_50cm_p5_mean,zonal_0219_50cm_p95_max,zonal_0219_50cm_p95_min,zonal_0219_50cm_p95_mean,zonal_0219_25cm_max_min,zonal_0219_25cm_max_mean,zonal_0219_25cm_med_max,zonal_0219_25cm_med_min,zonal_0219_25cm_med_mean,zonal_0219_25cm_min_max,zonal_0219_25cm_min_mean,zonal_0219_25cm_range_max,zonal_0219_25cm_range_min,zonal_0219_25cm_range_mean,zonal_0219_25cm_p95_max,zonal_0219_25cm_p95_min,zonal_0219_25cm_p95_mean,zonal_0219_25cm_p5_max,zonal_0219_25cm_p5_min,zonal_0219_25cm_p5_mean
25,0.0054352,0.0404614,0.0008057,0.0014395,0.0033318,0.0059899,0.0079571,0.0044219,0.0058133,0.0009768,0.0007307,0.0008314,0.0113499,0.0187299,0.0028418,0.0018458,0.0022349,0.0002504,0.0002104,0.0343490,0.0111568,0.0185195,0.0069034,0.0123331,0.0041198,0.0015629,0.0022767,0.0004745,0.0002855,0.0342447,0.0067017,0.0120475,0.0014643,0.0006639,0.0008562,0.0098805,0.0034872,0.0056428,0.0043661,0.0093511,0.0052343,0.0012821,0.0023242,0.0007313,0.0003678,0.0338580,0.0041644,0.0089833,0.0017392,0.0006043,0.0008825,0.0147966,0.0029516,0.0054931,0.0028933,0.0073371,0.0072392,0.0010669,0.0023716,0.0016429,0.0005014,0.0333153,0.0026347,0.0068356,0.0026379,0.0004901,0.0009316,0.0194915,0.0020945,0.0052500,0.0017207,0.0057002,0.0117873,0.0007111,0.0024620,0.0038531,0.0007292,0.0333153,0.0011823,0.0049710,0.0235755,0.0013166,0.0048290,0.0052043,0.0002835,0.0010514
26,0.0044787,0.0204857,0.0006785,0.0011741,0.0025318,0.0043452,0.0053434,0.0033853,0.0042388,0.0008451,0.0006225,0.0007013,0.0089793,0.0232100,0.0022225,0.0014970,0.0017686,0.0002001,0.0001824,0.0389530,0.0087976,0.0230277,0.0048000,0.0092831,0.0028358,0.0012261,0.0017929,0.0004346,0.0002544,0.0388806,0.0045717,0.0090287,0.0010100,0.0005436,0.0007192,0.0081936,0.0026201,0.0041363,0.0033444,0.0075129,0.0032636,0.0011525,0.0018102,0.0005725,0.0003202,0.0388806,0.0030466,0.0071927,0.0011185,0.0005119,0.0007291,0.0084857,0.0022982,0.0040772,0.0018946,0.0055680,0.0049111,0.0009291,0.0018456,0.0009091,0.0004239,0.0382343,0.0016662,0.0051441,0.0016191,0.0003983,0.0007612,0.0225764,0.0015504,0.0039859,0.0014543,0.0043101,0.0103631,0.0006729,0.0019009,0.0018228,0.0005972,0.0380749,0.0008955,0.0037130,0.0339713,0.0011484,0.0036358,0.0028429,0.0002255,0.0008464
27,0.0155601,0.0654653,0.0009177,0.0016723,0.0040488,0.0077691,0.0099773,0.0047392,0.0072821,0.0012961,0.0007938,0.0009768,0.0122316,0.0402609,0.0038345,0.0019877,0.0027110,0.0002805,0.0002214,0.0645989,0.0120695,0.0400395,0.0068870,0.0183956,0.0052860,0.0017438,0.0028093,0.0006961,0.0003489,0.0645989,0.0065815,0.0180468,0.0017349,0.0007324,0.0010339,0.0137226,0.0041167,0.0070060,0.0045078,0.0119716,0.0072000,0.0015092,0.0028826,0.0011586,0.0004454,0.0644230,0.0042516,0.0115262,0.0025475,0.0006208,0.0010766,0.0244292,0.0028838,0.0067673,0.0031405,0.0090669,0.0110269,0.0012545,0.0029457,0.0020721,0.0006147,0.0632323,0.0027882,0.0084522,0.0042682,0.0005243,0.0011510,0.0457001,0.0024261,0.0064681,0.0015515,0.0070274,0.0209079,0.0009582,0.0030473,0.0050666,0.0008988,0.0607585,0.0010296,0.0061286,0.0511450,0.0014141,0.0059518,0.0076847,0.0003979,0.0012988
28,0.0049263,0.0415763,0.0009035,0.0016373,0.0038215,0.0067625,0.0071855,0.0050505,0.0066142,0.0009704,0.0008403,0.0009112,0.0150807,0.0220763,0.0027568,0.0021122,0.0025375,0.0003056,0.0002412,0.0291755,0.0149067,0.0218351,0.0079181,0.0139112,0.0039779,0.0018084,0.0025809,0.0005010,0.0003173,0.0289801,0.0076376,0.0135938,0.0013352,0.0007211,0.0009391,0.0101655,0.0038776,0.0064421,0.0046560,0.0108684,0.0045457,0.0014582,0.0026266,0.0007170,0.0004193,0.0287641,0.0043508,0.0104490,0.0015128,0.0005893,0.0009672,0.0134266,0.0032875,0.0063322,0.0032724,0.0084089,0.0054029,0.0012234,0.0026934,0.0011680,0.0005547,0.0287346,0.0029641,0.0078542,0.0019410,0.0005168,0.0010210,0.0159728,0.0024421,0.0060139,0.0019836,0.0065421,0.0090370,0.0008970,0.0027839,0.0029229,0.0008129,0.0282540,0.0014399,0.0057292,0.0231368,0.0017294,0.0055176,0.0036767,0.0004135,0.0011692
29,0.0056537,0.0405445,0.0005826,0.0009605,0.0019486,0.0033063,0.0039403,0.0024177,0.0032211,0.0006616,0.0005298,0.0005958,0.0057332,0.0081446,0.0016150,0.0011745,0.0013997,0.0002073,0.0001732,0.0104721,0.0055746,0.0079713,0.0038218,0.0067320,0.0018853,0.0010269,0.0014090,0.0003108,0.0002174,0.0104203,0.0035943,0.0065145,0.0007365,0.0004797,0.0006029,0.0045993,0.0022463,0.0031668,0.0028042,0.0052373,0.0023382,0.0009501,0.0014246,0.0005510,0.0002791,0.0103509,0.0025836,0.0049582,0.0009099,0.0004355,0.0006143,0.0056478,0.0019154,0.0030931,0.0019019,0.0041744,0.0029123,0.0008732,0.0014466,0.0007256,0.0003705,0.0102643,0.0015427,0.0038039,0.0011782,0.0003810,0.0006398,0.0069679,0.0014952,0.0029956,0.0012105,0.0032793,0.0044818,0.0005817,0.0014832,0.0016114,0.0005083,0.0098660,0.0008512,0.0027710,0.0092904,0.0010441,0.0027782,0.0022647,0.0002863,0.0007008
30,0.0105270,0.0676008,0.0008199,0.0014685,0.0033505,0.0058589,0.0068724,0.0047034,0.0058141,0.0009599,0.0007507,0.0008376,0.0137554,0.0185512,0.0026677,0.0019669,0.0022375,0.0002075,0.0001890,0.0255073,0.0135478,0.0183622,0.0073763,0.0130507,0.0031016,0.0015969,0.0022687,0.0004216,0.0002633,0.0253902,0.0071152,0.0127873,0.0010603,0.0006513,0.0008475,0.0078545,0.0041583,0.0056751,0.0047523,0.0097602,0.0036986,0.0014865,0.0023120,0.0005741,0.0003571,0.0253527,0.0044782,0.0094030,0.0012943,0.0006100,0.0008736,0.0104802,0.0031836,0.0055212,0.0025645,0.0073342,0.0055066,0.0011398,0.0023762,0.0011483,0.0004931,0.0251264,0.0022160,0.0068410,0.0018278,0.0004787,0.0009260,0.0150208,0.0020901,0.0052528,0.0016755,0.0056780,0.0082984,0.0007881,0.0024603,0.0026342,0.0007306,0.0251264,0.0012581,0.0049475,0.0215639,0.0015410,0.0048050,0.0035491,0.0003299,0.0010505
31,0.0112706,0.0679140,0.0007222,0.0012893,0.0029944,0.0054282,0.0070946,0.0040784,0.0052849,0.0009024,0.0006361,0.0007540,0.0138308,0.0228006,0.0025246,0.0016619,0.0019950,0.0002265,0.0001945,0.0403739,0.0136215,0.0226061,0.0045864,0.0125427,0.0032187,0.0011446,0.0020388,0.0004197,0.0002692,0.0403447,0.0044521,0.0122734,0.0009936,0.0005316,0.0007724,0.0088117,0.0023041,0.0051524,0.0032984,0.0092323,0.0039388,0.0010853,0.0020739,0.0005444,0.0003421,0.0401229,0.0030581,0.0088902,0.0013701,0.0004842,0.0007994,0.0117150,0.0018838,0.0050270,0.0019072,0.0069054,0.0055114,0.0008932,0.0021347,0.0009905,0.0004701,0.0397256,0.0015536,0.0064353,0.0019725,0.0004158,0.0008543,0.0213425,0.0016545,0.0047737,0.0013039,0.0052563,0.0105301,0.0006507,0.0022093,0.0029319,0.0006844,0.0378532,0.0010614,0.0045719,0.0305134,0.0011493,0.0043672,0.0040920,0.0002978,0.0009641
32,0.0200363,0.1069273,0.0009421,0.0018748,0.0054589,0.0136180,0.0157024,0.0081230,0.0130385,0.0012122,0.0008493,0.0009791,0.0555516,0.1386811,0.0041700,0.0025491,0.0032499,0.0002507,0.0002249,0.2192934,0.0553232,0.1384563,0.0085032,0.0548654,0.0067128,0.0018830,0.0035348,0.0004411,0.0003114,0.2192195,0.0082252,0.0545540,0.0015878,0.0007126,0.0010794,0.0322602,0.0042470,0.0124532,0.0051454,0.0310328,0.0117365,0.0014318,0.0037506,0.0010181,0.0004478,0.2190083,0.0048675,0.0305850,0.0026017,0.0006036,0.0011740,0.0618632,0.0031119,0.0119959,0.0031517,0.0182339,0.0218463,0.0012107,0.0039949,0.0031839,0.0006901,0.2176606,0.0028164,0.0175437,0.0054515,0.0004817,0.0013605,0.1298584,0.0021700,0.0113936,0.0019070,0.0117905,0.0683508,0.0008942,0.0043066,0.0075874,0.0011204,0.2131831,0.0013891,0.0106701,0.1819717,0.0016047,0.0096062,0.0124706,0.0003595,0.0016815
33,0.0164537,0.0819042,0.0008545,0.0015502,0.0035602,0.0062360,0.0073479,0.0051869,0.0061447,0.0009890,0.0007978,0.0008701,0.0132331,0.0194847,0.0028447,0.0021191,0.0023956,0.0002986,0.0002493,0.0314525,0.0129826,0.0192354,0.0077630,0.0132896,0.0032416,0.0018028,0.0024226,0.0004590,0.0002997,0.0312711,0.0075125,0.0129899,0.0011096,0.0006999,0.0008892,0.0084876,0.0041414,0.0060332,0.0051172,0.0102634,0.0040933,0.0014945,0.0024556,0.0007366,0.0003885,0.0312445,0.0048250,0.0098749,0.0013960,0.0006005,0.0009180,0.0110844,0.0031380,0.0059001,0.0025392,0.0079395,0.0062601,0.0011785,0.0025164,0.0012683,0.0005299,0.0307609,0.0020433,0.0074096,0.0017978,0.0004465,0.0009714,0.0159015,0.0021371,0.0056018,0.0016471,0.0060767,0.0110521,0.0008716,0.0026107,0.0035928,0.0007735,0.0287450,0.0012556,0.0053031,0.0295121,0.0014283,0.0051251,0.0039378,0.0003363,0.0011134
34,0.0196000,0.1187830,0.0008703,0.0015945,0.0033768,0.0053961,0.0056543,0.0050869,0.0054162,0.0009087,0.0008473,0.0008714,0.0117103,0.0271061,0.0024655,0.0022309,0.0023589,0.0002248,0.0001940,0.0676829,0.0115216,0.0269121,0.0068388,0.0125812,0.0036133,0.0019258,0.0023904,0.0004238,0.0002949,0.0674810,0.0064943,0.0122864,0.0012772,0.0007135,0.0008960,0.0096184,0.0039580,0.0053548,0.0049573,0.0093779,0.0043012,0.0015490,0.0024302,0.0006464,0.0003808,0.0672677,0.0045899,0.0089970,0.0017307,0.0005897,0.0009336,0.0180494,0.0031492,0.0052586,0.0029558,0.0068426,0.0087104,0.0013198,0.0024796,0.0017843,0.0005427,0.0666318,0.0026444,0.0062999,0.0027334,0.0004464,0.0010064,0.0344998,0.0022556,0.0050237,0.0018533,0.0053865,0.0180048,0.0009066,0.0025402,0.0039231,0.0008244,0.0663979,0.0013904,0.0045621,0.0560193,0.0016033,0.0046492,0.0061813,0.0003929,0.0011517
35,0.0143556,0.0742306,0.0007525,0.0013434,0.0029842,0.0052350,0.0064972,0.0040574,0.0051746,0.0008412,0.0006878,0.0007633,0.0099184,0.0151239,0.0022996,0.0017608,0.0020186,0.0002190,0.0002059,0.0205686,0.0097439,0.0149180,0.0062818,0.0107059,0.0031338,0.0015875,0.0020738,0.0003729,0.0002772,0.0205387,0.0060100,0.0104287,0.0011336,0.0006301,0.0007812,0.0087443,0.0035525,0.0049992,0.0043834,0.0082598,0.0046016,0.0014122,0.0021177,0.0006864,0.0003494,0.0201012,0.0040387,0.0079103,0.0013056,0.0005438,0.0008045,0.0104837,0.0031733,0.0048331,0.0027869,0.0065537,0.0057125,0.0011452,0.0021574,0.0011065,0.0004639,0.0198966,0.0024989,0.0060897,0.0023810,0.0004809,0.0008551,0.0131896,0.0023027,0.0046594,0.0016245,0.0051172,0.0075609,0.0008051,0.0022203,0.0024796,0.0006763,0.0186839,0.0012723,0.0044409,0.0167802,0.0014645,0.0043127,0.0041823,0.0003129,0.0009643
36,0.0049745,0.0518519,0.0005336,0.0008864,0.0019208,0.0035808,0.0044073,0.0022527,0.0033682,0.0006863,0.0004932,0.0005556,0.0052620,0.0100054,0.0017960,0.0010838,0.0013461,0.0002338,0.0001814,0.0166392,0.0051123,0.0098239,0.0036584,0.0065969,0.0027662,0.0009026,0.0014064,0.0003433,0.0002237,0.0165005,0.0034594,0.0063732,0.0009964,0.0004265,0.0005932,0.0069365,0.0017435,0.0031234,0.0018777,0.0050022,0.0038242,0.0008732,0.0014258,0.0005210,0.0002817,0.0163408,0.0016732,0.0047206,0.0011415,0.0004053,0.0006035,0.0096912,0.0015299,0.0030319,0.0015407,0.0040196,0.0048453,0.0007403,0.0014540,0.0008041,0.0003673,0.0161573,0.0013123,0.0036523,0.0016349,0.0003534,0.0006372,0.0124975,0.0012779,0.0029208,0.0009612,0.0031959,0.0071279,0.0005245,0.0014834,0.0020448,0.0005120,0.0152053,0.0007709,0.0026839,0.0147116,0.0008930,0.0027178,0.0026987,0.0002470,0.0007073
37,0.0111217,0.1423245,0.0010691,0.0025012,0.0069986,0.0149009,0.0169345,0.0102815,0.0144616,0.0017523,0.0007335,0.0012707,0.0585675,0.0779141,0.0054137,0.0031526,0.0043127,0.0003595,0.0002840,0.1012796,0.0582496,0.0776301,0.0109878,0.0337307,0.0103710,0.0011509,0.0047673,0.0006922,0.0004287,0.1009469,0.0103452,0.0333020,0.0031203,0.0005049,0.0015314,0.0238147,0.0040658,0.0127172,0.0025026,0.0213834,0.0151798,0.0009527,0.0049760,0.0045612,0.0007562,0.0995636,0.0022777,0.0206272,0.0092560,0.0004815,0.0018931,0.0419904,0.0017254,0.0117718,0.0018320,0.0144696,0.0181882,0.0008584,0.0051796,0.0097376,0.0012901,0.0995636,0.0016033,0.0131795,0.0118736,0.0003911,0.0022162,0.0782194,0.0015227,0.0108070,0.0013697,0.0108538,0.0273146,0.0006138,0.0053901,0.0152913,0.0020798,0.0987207,0.0010245,0.0087740,0.0897000,0.0012231,0.0094248,0.0164363,0.0002965,0.0027206
38,0.0084699,0.0888794,0.0005316,0.0008682,0.0018265,0.0041817,0.0073333,0.0020984,0.0035539,0.0006930,0.0004992,0.0005546,0.0050588,0.0119641,0.0020966,0.0010769,0.0013706,0.0001818,0.0001508,0.0270808,0.0049483,0.0118134,0.0035091,0.0079489,0.0035434,0.0009912,0.0014444,0.0003490,0.0002184,0.0269761,0.0032946,0.0077305,0.0010885,0.0004574,0.0005938,0.0097208,0.0018756,0.0033112,0.0023512,0.0058471,0.0041467,0.0009226,0.0014606,0.0006654,0.0002795,0.0269761,0.0021020,0.0055676,0.0014689,0.0004293,0.0006079,0.0146144,0.0016768,0.0033025,0.0017264,0.0044225,0.0065165,0.0007588,0.0014921,0.0011246,0.0003688,0.0264965,0.0013971,0.0040537,0.0023586,0.0003455,0.0006393,0.0212261,0.0013752,0.0031489,0.0010933,0.0034105,0.0098641,0.0005435,0.0015369,0.0031823,0.0005148,0.0259427,0.0007847,0.0028956,0.0235900,0.0008560,0.0028958,0.0041585,0.0002504,0.0007190
39,0.0141600,0.1557166,0.0006520,0.0011965,0.0037239,0.0092566,0.0126103,0.0031989,0.0080618,0.0007380,0.0005645,0.0006673,0.0071901,0.0302647,0.0027143,0.0013636,0.0021573,0.0001933,0.0001435,0.0615813,0.0070760,0.0301212,0.0044350,0.0137240,0.0069360,0.0011691,0.0026341,0.0005330,0.0002860,0.0613487,0.0043092,0.0134379,0.0033355,0.0005069,0.0010163,0.0218446,0.0023042,0.0065642,0.0029719,0.0096133,0.0122938,0.0010049,0.0027983,0.0021107,0.0004333,0.0610956,0.0027299,0.0091799,0.0050937,0.0004487,0.0011423,0.0339511,0.0020887,0.0058679,0.0017795,0.0072919,0.0151467,0.0008279,0.0028622,0.0059506,0.0007251,0.0592543,0.0015364,0.0065668,0.0078855,0.0004005,0.0012986,0.0424709,0.0014542,0.0054988,0.0012455,0.0057057,0.0249986,0.0006333,0.0029274,0.0147927,0.0011385,0.0552527,0.0008571,0.0045673,0.0524965,0.0011270,0.0050007,0.0156208,0.0002910,0.0015117
40,0.0110993,0.0762917,0.0006976,0.0012770,0.0031405,0.0062189,0.0092397,0.0036460,0.0058157,0.0010024,0.0005918,0.0007573,0.0120811,0.0303455,0.0031199,0.0014729,0.0021148,0.0002356,0.0001782,0.0637642,0.0119941,0.0301673,0.0044378,0.0169232,0.0036579,0.0012249,0.0021558,0.0004424,0.0002718,0.0635762,0.0042000,0.0166513,0.0012079,0.0005257,0.0007866,0.0120049,0.0024191,0.0056325,0.0035542,0.0111886,0.0043136,0.0010715,0.0022001,0.0006333,0.0003386,0.0635762,0.0032369,0.0108501,0.0013983,0.0004654,0.0008166,0.0183469,0.0020954,0.0055663,0.0019032,0.0078514,0.0070526,0.0007772,0.0022679,0.0013517,0.0004786,0.0632892,0.0015717,0.0073728,0.0023871,0.0003692,0.0008788,0.0358240,0.0014910,0.0052644,0.0013693,0.0057056,0.0117312,0.0005645,0.0023599,0.0036799,0.0007166,0.0619697,0.0009819,0.0049890,0.0509530,0.0011499,0.0047439,0.0045736,0.0002809,0.0010289
41,0.0132929,0.1166211,0.0007710,0.0016143,0.0044830,0.0080507,0.0102064,0.0040822,0.0076607,0.0013835,0.0005769,0.0009515,0.0094689,0.0216041,0.0036705,0.0014943,0.0028915,0.0003254,0.0002149,0.0406617,0.0093309,0.0213892,0.0040212,0.0127535,0.0059965,0.0010914,0.0031513,0.0008492,0.0003463,0.0405719,0.0038045,0.0124072,0.0024028,0.0005071,0.0012010,0.0137607,0.0022419,0.0065391,0.0027924,0.0096306,0.0075336,0.0009635,0.0032050,0.0036852,0.0005607,0.0403572,0.0025199,0.0090698,0.0047648,0.0004667,0.0013749,0.0169812,0.0018187,0.0061916,0.0016082,0.0076308,0.0119565,0.0008075,0.0032507,0.0051961,0.0009206,0.0396551,0.0012928,0.0067102,0.0084081,0.0004190,0.0015438,0.0274386,0.0014255,0.0058587,0.0012577,0.0061162,0.0165284,0.0006029,0.0033177,0.0092444,0.0013942,0.0379614,0.0009486,0.0047220,0.0376551,0.0010590,0.0053697,0.0098754,0.0003512,0.0017973
42,0.0275273,0.1558447,0.0009883,0.0021381,0.0061260,0.0120203,0.0154396,0.0092943,0.0123489,0.0014117,0.0007158,0.0011418,0.0179859,0.0520026,0.0046463,0.0023035,0.0037028,0.0003077,0.0002496,0.0793913,0.0177762,0.0517529,0.0047780,0.0274788,0.0081223,0.0013164,0.0041268,0.0005852,0.0003642,0.0793407,0.0045983,0.0271146,0.0025658,0.0005481,0.0014073,0.0307771,0.0027484,0.0108390,0.0032743,0.0188164,0.0133258,0.0011690,0.0043367,0.0020247,0.0005651,0.0793074,0.0030946,0.0182513,0.0048353,0.0005095,0.0015680,0.0401105,0.0023390,0.0101428,0.0024580,0.0129875,0.0184005,0.0010265,0.0045054,0.0044345,0.0009742,0.0782642,0.0020958,0.0120133,0.0087067,0.0004359,0.0018216,0.0560481,0.0019342,0.0093077,0.0014973,0.0095859,0.0333003,0.0007905,0.0046674,0.0121914,0.0017010,0.0733495,0.0010833,0.0078848,0.0732796,0.0013754,0.0082335,0.0153253,0.0003565,0.0022918
43,0.0129470,0.0613966,0.0006936,0.0012155,0.0026160,0.0045807,0.0073532,0.0037303,0.0048085,0.0007286,0.0006560,0.0006954,0.0074243,0.0223372,0.0019822,0.0016718,0.0018008,0.0002138,0.0001873,0.0584177,0.0072105,0.0221499,0.0059963,0.0122654,0.0033654,0.0015033,0.0018494,0.0003299,0.0002527,0.0583644,0.0057825,0.0120127,0.0009780,0.0006148,0.0007067,0.0116993,0.0032448,0.0046139,0.0040889,0.0082102,0.0057841,0.0012416,0.0018959,0.0006511,0.0003321,0.0579946,0.0037872,0.0078781,0.0017362,0.0005255,0.0007366,0.0209195,0.0026597,0.0045469,0.0022205,0.0060828,0.0115604,0.0009487,0.0019439,0.0013762,0.0004349,0.0573434,0.0020051,0.0056479,0.0030048,0.0004189,0.0007834,0.0326862,0.0016178,0.0043123,0.0013653,0.0046449,0.0157236,0.0007081,0.0020147,0.0053202,0.0006303,0.0571574,0.0010675,0.0040146,0.0438387,0.0010493,0.0038948,0.0079180,0.0003075,0.0008978
44,0.0102304,0.0776325,0.0006077,0.0010501,0.0023627,0.0049886,0.0087419,0.0035665,0.0051251,0.0007664,0.0005690,0.0006271,0.0095865,0.0164949,0.0019395,0.0013756,0.0015977,0.0002029,0.0001408,0.0308088,0.0094628,0.0163541,0.0042466,0.0090934,0.0068060,0.0011132,0.0018154,0.0007081,0.0002371,0.0303036,0.0040361,0.0088563,0.0028637,0.0005036,0.0007326,0.0169209,0.0021556,0.0042981,0.0027335,0.0067287,0.0094274,0.0010262,0.0018477,0.0026545,0.0003588,0.0287115,0.0024744,0.0063699,0.0048012,0.0004728,0.0007982,0.0221134,0.0019827,0.0040847,0.0019111,0.0052964,0.0111243,0.0008679,0.0018866,0.0053122,0.0005022,0.0274003,0.0014932,0.0047942,0.0070115,0.0003927,0.0008587,0.0257955,0.0016332,0.0038610,0.0012142,0.0041262,0.0177746,0.0005805,0.0019479,0.0083259,0.0007161,0.0260223,0.0008348,0.0034100,0.0292385,0.0010769,0.0035346,0.0094998,0.0002532,0.0009677
45,0.0203593,0.0909810,0.0009143,0.0020062,0.0056420,0.0089977,0.0098080,0.0072223,0.0085522,0.0015190,0.0006785,0.0011357,0.0146284,0.0198609,0.0048171,0.0020147,0.0036008,0.0002573,0.0002300,0.0238028,0.0144555,0.0196309,0.0044199,0.0130728,0.0061722,0.0011655,0.0037955,0.0007562,0.0003824,0.0236824,0.0041861,0.0126905,0.0029437,0.0005064,0.0014118,0.0111647,0.0025570,0.0077115,0.0030261,0.0103756,0.0080963,0.0010692,0.0038787,0.0033987,0.0007105,0.0236824,0.0027810,0.0096651,0.0051812,0.0004791,0.0016429,0.0167938,0.0019328,0.0072963,0.0021692,0.0084790,0.0091577,0.0009504,0.0039306,0.0046622,0.0011854,0.0233425,0.0019241,0.0072936,0.0065055,0.0004092,0.0019180,0.0210693,0.0017287,0.0067690,0.0013813,0.0068975,0.0153145,0.0006857,0.0040054,0.0089632,0.0018183,0.0213149,0.0010987,0.0050792,0.0226129,0.0012377,0.0061518,0.0093631,0.0002777,0.0022819
46,0.0138487,0.1561252,0.0017097,0.0035208,0.0084833,0.0156981,0.0210635,0.0130777,0.0160002,0.0018290,0.0015872,0.0017185,0.0719192,0.1010176,0.0062084,0.0048882,0.0055674,0.0004056,0.0003464,0.1738439,0.0716543,0.1006711,0.0240231,0.0528937,0.0083440,0.0043465,0.0056488,0.0005783,0.0004685,0.1737372,0.0235646,0.0524252,0.0021831,0.0013726,0.0017565,0.0403596,0.0097882,0.0161135,0.0118171,0.0335472,0.0124672,0.0035295,0.0057755,0.0015252,0.0006536,0.1737331,0.0110603,0.0328936,0.0043099,0.0010108,0.0018434,0.0835469,0.0077930,0.0160004,0.0069827,0.0224474,0.0352604,0.0026343,0.0060126,0.0031993,0.0009663,0.1732213,0.0063362,0.0214810,0.0058527,0.0007628,0.0020271,0.1202591,0.0058990,0.0150501,0.0045487,0.0157471,0.0553872,0.0016702,0.0063248,0.0148441,0.0016670,0.1646893,0.0035654,0.0140801,0.1306235,0.0035032,0.0131278,0.0249620,0.0005568,0.0025079
47,0.0095654,0.0487356,0.0024139,0.0049896,0.0118988,0.0230751,0.0293441,0.0194061,0.0233716,0.0025215,0.0022997,0.0024162,0.0764895,0.1198356,0.0081807,0.0075605,0.0078401,0.0003817,0.0002852,0.2261979,0.0762568,0.1195504,0.0318414,0.0633923,0.0117593,0.0062371,0.0079051,0.0008646,0.0005499,0.2256190,0.0309768,0.0628423,0.0034753,0.0018400,0.0024674,0.0609782,0.0163255,0.0235378,0.0153298,0.0449913,0.0240616,0.0042482,0.0082143,0.0018648,0.0008288,0.2245609,0.0151019,0.0441625,0.0052171,0.0011155,0.0025920,0.0952918,0.0086408,0.0223532,0.0042948,0.0316208,0.0330575,0.0030319,0.0084127,0.0057049,0.0013498,0.2232766,0.0019283,0.0302710,0.0124202,0.0006380,0.0029256,0.1228100,0.0040286,0.0212056,0.0027505,0.0227999,0.0477304,0.0010752,0.0088595,0.0151051,0.0023002,0.2173571,0.0009026,0.0204998,0.1919185,0.0025758,0.0189118,0.0229695,0.0004802,0.0035157
48,0.0064245,0.0800385,0.0014757,0.0029898,0.0073364,0.0143149,0.0186604,0.0109443,0.0142475,0.0017205,0.0012028,0.0015302,0.0404456,0.0624271,0.0057434,0.0037914,0.0048031,0.0003430,0.0003207,0.0862085,0.0401549,0.0621065,0.0224462,0.0437445,0.0069696,0.0032461,0.0048479,0.0006982,0.0004245,0.0861841,0.0221058,0.0433201,0.0022511,0.0010371,0.0015638,0.0237697,0.0085321,0.0140883,0.0106298,0.0293396,0.0099659,0.0026513,0.0049898,0.0012601,0.0005896,0.0858375,0.0103373,0.0287500,0.0027593,0.0009347,0.0016445,0.0377845,0.0058488,0.0135787,0.0056927,0.0191384,0.0167860,0.0021127,0.0051910,0.0036963,0.0008822,0.0849614,0.0050467,0.0182562,0.0054100,0.0006913,0.0017918,0.0635363,0.0046202,0.0128447,0.0030064,0.0138221,0.0254562,0.0011814,0.0054434,0.0077658,0.0014469,0.0842711,0.0026367,0.0123752,0.0760444,0.0026204,0.0114712,0.0103378,0.0003565,0.0021576
