OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
589,0.0036006,0.0427915,0.0007436,0.0012201,0.0028513,0.0061370,589,2388,0.9999507,61.9055557,1916.2388916,26.0944443,0.8249587,426.8833313,0.0088255,0.0032176,0.0054697,0.0008573,0.0007006,0.0007588,0.0253045,0.0070181,0.0147749,0.0002574,0.0001738,0.0027932,0.0014664,0.0019542,0.0071464,0.0149487,0.0049399,0.0093064,0.0045320,0.0011843,0.0021072,0.0004904,0.0002663,0.0252443,0.0048115,0.0090401,0.0014447,0.0006156,0.0008159,0.0110913,0.0021768,0.0049700,0.0141512,0.0019389,0.0047773,0.0016289,0.0005716,0.0008479,0.0252443,0.0025523,0.0069750,0.0006777,0.0003571,0.0051505,0.0011277,0.0021665,0.0028759,0.0073321,0.0020259,0.0059000,0.0073813,0.0009185,0.0022215,0.0018228,0.0005229,0.0244975,0.0015745,0.0053771,0.0039582,0.0004808,0.0009406,0.0167233,0.0016631,0.0044331,0.0014277,0.0045889,0.0132191,0.0007054,0.0022927,0.0069750,0.0008422,0.0228217,0.0009157,0.0037467,0.0090633,0.0003664,0.0011378,0.0223855,0.0012993,0.0039903,0.0254723,0.0000708,0.0017994,0.0255431
590,0.0027057,0.0651750,0.0007351,0.0012078,0.0025298,0.0048371,590,2150,0.9999478,61.9000015,1915.9000244,26.2111111,0.8167929,426.8999939,0.0056200,0.0032009,0.0046623,0.0008279,0.0006846,0.0007469,0.0163214,0.0075491,0.0137806,0.0002010,0.0001690,0.0020648,0.0014451,0.0017681,0.0076397,0.0139496,0.0052259,0.0094120,0.0027610,0.0013973,0.0018144,0.0003476,0.0002535,0.0162494,0.0049300,0.0091586,0.0009736,0.0006611,0.0007646,0.0081053,0.0028562,0.0045451,0.0102201,0.0022816,0.0043291,0.0010996,0.0005974,0.0007820,0.0161552,0.0029238,0.0066547,0.0006029,0.0003470,0.0041077,0.0012332,0.0018604,0.0032861,0.0070017,0.0021579,0.0054410,0.0054844,0.0010180,0.0019393,0.0013566,0.0004784,0.0161552,0.0016243,0.0049626,0.0021115,0.0005037,0.0008421,0.0127498,0.0017502,0.0040323,0.0013602,0.0042319,0.0084230,0.0006924,0.0019949,0.0047163,0.0007204,0.0145501,0.0008848,0.0035116,0.0052027,0.0003771,0.0009832,0.0149043,0.0011446,0.0036256,0.0164317,0.0000906,0.0017428,0.0165223
591,0.0039449,0.0823103,0.0006453,0.0009872,0.0019094,0.0034223,591,2283,0.9999478,61.9000015,1915.9000244,26.1361103,0.8236073,419.8805542,0.0049687,0.0026414,0.0033914,0.0006656,0.0006273,0.0006469,0.0123688,0.0057777,0.0077451,0.0002013,0.0001143,0.0015449,0.0013047,0.0013831,0.0058689,0.0078594,0.0043106,0.0067548,0.0018654,0.0011971,0.0014030,0.0003150,0.0002222,0.0122926,0.0040681,0.0065326,0.0007307,0.0005841,0.0006525,0.0061012,0.0022579,0.0033146,0.0077626,0.0016336,0.0031387,0.0009226,0.0005238,0.0006674,0.0122188,0.0018881,0.0049137,0.0005414,0.0002970,0.0028123,0.0009974,0.0014368,0.0021502,0.0052107,0.0016134,0.0040773,0.0046042,0.0008358,0.0014865,0.0010438,0.0003945,0.0118763,0.0012991,0.0036828,0.0016198,0.0004547,0.0007038,0.0112021,0.0013903,0.0029644,0.0011576,0.0031818,0.0075959,0.0006743,0.0015236,0.0030531,0.0005672,0.0118763,0.0008386,0.0026146,0.0048249,0.0003483,0.0007843,0.0118253,0.0009672,0.0027178,0.0125195,0.0000506,0.0013751,0.0125701
592,0.0050714,0.1139318,0.0006624,0.0010066,0.0019894,0.0040742,592,2445,0.9999332,61.8722229,1914.2055664,26.0777779,0.8308190,412.0833435,0.0053478,0.0024793,0.0036905,0.0007369,0.0006302,0.0006716,0.0168012,0.0063693,0.0099464,0.0002157,0.0001738,0.0018069,0.0012592,0.0014701,0.0065661,0.0101202,0.0036333,0.0070204,0.0022359,0.0011109,0.0014958,0.0003404,0.0002426,0.0166374,0.0034220,0.0067778,0.0008240,0.0005744,0.0006817,0.0075108,0.0020106,0.0035726,0.0113947,0.0018880,0.0034202,0.0010913,0.0005400,0.0006986,0.0163338,0.0024919,0.0052170,0.0005712,0.0003189,0.0041274,0.0010287,0.0015337,0.0025957,0.0055359,0.0016489,0.0044184,0.0061358,0.0008824,0.0015753,0.0009895,0.0004215,0.0161723,0.0013536,0.0039970,0.0015312,0.0005005,0.0007267,0.0134481,0.0014155,0.0032277,0.0012762,0.0034040,0.0097846,0.0007231,0.0016268,0.0040829,0.0006207,0.0158041,0.0007974,0.0027833,0.0053335,0.0003568,0.0008297,0.0156080,0.0010518,0.0029291,0.0168012,0.0001038,0.0014301,0.0169050
593,0.0056736,0.1062505,0.0006948,0.0011094,0.0021649,0.0037759,593,1703,0.9999332,61.8722229,1914.2055664,25.9166660,0.8399127,402.2111206,0.0043530,0.0034319,0.0037901,0.0007176,0.0006629,0.0006967,0.0150239,0.0078215,0.0107893,0.0002053,0.0000882,0.0016547,0.0014599,0.0015730,0.0078704,0.0108775,0.0049225,0.0071668,0.0021462,0.0013182,0.0016013,0.0003380,0.0002267,0.0149373,0.0048213,0.0069400,0.0008642,0.0006113,0.0007057,0.0076725,0.0025082,0.0036894,0.0095984,0.0021198,0.0035454,0.0011882,0.0005908,0.0007252,0.0148475,0.0028884,0.0054256,0.0005209,0.0003131,0.0035812,0.0010952,0.0016282,0.0031926,0.0057387,0.0019399,0.0045359,0.0062842,0.0009857,0.0016678,0.0020111,0.0004438,0.0133216,0.0015774,0.0040921,0.0038504,0.0004861,0.0007690,0.0115494,0.0017469,0.0033467,0.0014935,0.0035473,0.0084381,0.0007880,0.0017122,0.0042702,0.0006471,0.0132181,0.0010229,0.0029002,0.0055498,0.0003449,0.0008722,0.0142758,0.0012627,0.0030423,0.0151888,0.0000404,0.0015707,0.0152292
594,0.0059036,0.0684482,0.0007078,0.0011338,0.0027303,0.0064115,594,838,0.9999347,61.8750000,1914.3750000,25.3944435,0.8354418,386.0166626,0.0100101,0.0027971,0.0060233,0.0008098,0.0006377,0.0007255,0.0443588,0.0078647,0.0214001,0.0002653,0.0002232,0.0020573,0.0012952,0.0017289,0.0080651,0.0216232,0.0040024,0.0116116,0.0046068,0.0012040,0.0020084,0.0005156,0.0002907,0.0442656,0.0037990,0.0113209,0.0012571,0.0006152,0.0007802,0.0155481,0.0021749,0.0053364,0.0229600,0.0019810,0.0048670,0.0022101,0.0005689,0.0008508,0.0440582,0.0024505,0.0075253,0.0011762,0.0003801,0.0073095,0.0011258,0.0021328,0.0027501,0.0079054,0.0020479,0.0060625,0.0126636,0.0009802,0.0021942,0.0033042,0.0005514,0.0413068,0.0015498,0.0055111,0.0055388,0.0004961,0.0009546,0.0281923,0.0016338,0.0045079,0.0012115,0.0046098,0.0189476,0.0007870,0.0022877,0.0077684,0.0008463,0.0413068,0.0008026,0.0037635,0.0091782,0.0003687,0.0011520,0.0387394,0.0011581,0.0039916,0.0444360,0.0001750,0.0016810,0.0446110
595,0.0053623,0.0712348,0.0007672,0.0013098,0.0031922,0.0067500,595,962,0.9999245,61.8555565,1913.1888428,25.2861118,0.8315801,384.2083435,0.0088348,0.0052432,0.0066078,0.0008610,0.0007105,0.0007868,0.0769036,0.0129232,0.0496026,0.0002267,0.0001485,0.0025235,0.0016964,0.0020088,0.0131500,0.0497511,0.0046694,0.0157546,0.0038921,0.0012472,0.0021324,0.0004269,0.0002647,0.0766974,0.0044360,0.0154899,0.0010922,0.0006266,0.0008113,0.0222239,0.0025106,0.0065185,0.0407306,0.0020599,0.0062656,0.0020435,0.0006055,0.0008652,0.0765068,0.0029862,0.0107265,0.0008031,0.0003565,0.0073550,0.0011627,0.0023021,0.0030351,0.0110830,0.0018308,0.0074566,0.0168773,0.0009873,0.0024534,0.0027096,0.0005369,0.0763452,0.0017157,0.0069197,0.0060886,0.0005089,0.0009799,0.0604134,0.0015749,0.0055576,0.0014227,0.0054924,0.0291859,0.0007489,0.0025756,0.0110921,0.0008969,0.0744489,0.0010136,0.0045955,0.0121199,0.0003545,0.0012315,0.0696055,0.0013037,0.0047444,0.0769692,0.0000489,0.0019514,0.0770180
596,0.0074967,0.0515912,0.0012234,0.0024684,0.0065106,0.0119009,596,1047,0.9999347,61.8750000,1914.3750000,27.0916672,0.8794022,421.5805664,0.0149811,0.0090713,0.0116496,0.0013880,0.0011268,0.0012390,0.1039833,0.0236323,0.0510518,0.0003801,0.0002928,0.0050818,0.0035815,0.0042587,0.0238969,0.0513446,0.0113460,0.0261950,0.0074863,0.0025484,0.0043541,0.0005884,0.0003987,0.1039770,0.0110815,0.0257963,0.0023241,0.0009706,0.0013168,0.0241261,0.0064142,0.0116198,0.0468168,0.0039309,0.0110666,0.0041447,0.0008526,0.0013885,0.1035771,0.0048691,0.0171208,0.0024729,0.0005387,0.0114691,0.0019765,0.0044915,0.0052596,0.0176595,0.0039923,0.0128098,0.0161795,0.0016415,0.0046882,0.0052152,0.0008759,0.1035771,0.0034930,0.0119340,0.0069280,0.0006519,0.0016694,0.0738672,0.0032723,0.0099459,0.0021446,0.0097457,0.0308705,0.0010819,0.0048950,0.0129738,0.0016943,0.0983326,0.0017090,0.0080514,0.0143311,0.0005312,0.0023050,0.0890570,0.0018538,0.0085352,0.1041080,0.0002010,0.0042042,0.1043090
597,0.0066551,0.0828732,0.0009687,0.0018593,0.0052315,0.0104770,597,46,0.9999347,61.8750000,1914.3750000,27.5055561,0.8827370,431.4611206,0.0123288,0.0051775,0.0097623,0.0012885,0.0007958,0.0010425,0.0383610,0.0157521,0.0261539,0.0003914,0.0002726,0.0043954,0.0019910,0.0033418,0.0160282,0.0264265,0.0072751,0.0174260,0.0059867,0.0014856,0.0034292,0.0006523,0.0003881,0.0383044,0.0069848,0.0170379,0.0018355,0.0006898,0.0011303,0.0176670,0.0037164,0.0092769,0.0232551,0.0020291,0.0086647,0.0025243,0.0005938,0.0012009,0.0381378,0.0037626,0.0130755,0.0009804,0.0004914,0.0105027,0.0011403,0.0035636,0.0040928,0.0135669,0.0022393,0.0102374,0.0135411,0.0009171,0.0037632,0.0027582,0.0007324,0.0379658,0.0019347,0.0095051,0.0055274,0.0004961,0.0013802,0.0287202,0.0017096,0.0078342,0.0013039,0.0078677,0.0203901,0.0008044,0.0039086,0.0104782,0.0013249,0.0282742,0.0009026,0.0065428,0.0119925,0.0004267,0.0018184,0.0344695,0.0011911,0.0068758,0.0386299,0.0001225,0.0031524,0.0387524
598,0.0064766,0.0369809,0.0013351,0.0028168,0.0071716,0.0126737,598,1090,0.9999303,61.8666649,1913.8666992,26.9444447,0.8781494,418.5000000,0.0138165,0.0110031,0.0124945,0.0014645,0.0011973,0.0013531,0.0502498,0.0312063,0.0391818,0.0003655,0.0002355,0.0052464,0.0039732,0.0047237,0.0312775,0.0394173,0.0134022,0.0241407,0.0069853,0.0028287,0.0047955,0.0006408,0.0004037,0.0500436,0.0129822,0.0237370,0.0020077,0.0009890,0.0014144,0.0176788,0.0074681,0.0123082,0.0276068,0.0047890,0.0115949,0.0040638,0.0008755,0.0015379,0.0497493,0.0059765,0.0173886,0.0015683,0.0005720,0.0099205,0.0021265,0.0049368,0.0064501,0.0179606,0.0042884,0.0136329,0.0185556,0.0015949,0.0051503,0.0055178,0.0009385,0.0497286,0.0038148,0.0126944,0.0069525,0.0006247,0.0018123,0.0318687,0.0032882,0.0105715,0.0021560,0.0103022,0.0262098,0.0010211,0.0053527,0.0097403,0.0018887,0.0458717,0.0017852,0.0084135,0.0137804,0.0004800,0.0025482,0.0455629,0.0019661,0.0090756,0.0504161,0.0000712,0.0047272,0.0504872
599,0.0062843,0.0424729,0.0009148,0.0017716,0.0052172,0.0093675,599,1163,0.9996272,61.7500000,1907.2388916,28.8333340,0.8546653,490.4389038,0.0110117,0.0052748,0.0086882,0.0012317,0.0007455,0.0009958,0.0441398,0.0153907,0.0269066,0.0003056,0.0002456,0.0044423,0.0018280,0.0033230,0.0155374,0.0271521,0.0054278,0.0166928,0.0050014,0.0014555,0.0033727,0.0004559,0.0003283,0.0440296,0.0051632,0.0163645,0.0014327,0.0006636,0.0010591,0.0117972,0.0030778,0.0084699,0.0219205,0.0025617,0.0081360,0.0021465,0.0005918,0.0011261,0.0435141,0.0034018,0.0124450,0.0008860,0.0004530,0.0062792,0.0012163,0.0034606,0.0035948,0.0128980,0.0026616,0.0100170,0.0102189,0.0010072,0.0035647,0.0027667,0.0006768,0.0431760,0.0022737,0.0093402,0.0044074,0.0004731,0.0012933,0.0292915,0.0018324,0.0075620,0.0013833,0.0077434,0.0211476,0.0007912,0.0037105,0.0082589,0.0011899,0.0431760,0.0009893,0.0065534,0.0091094,0.0003839,0.0016541,0.0406107,0.0012056,0.0067065,0.0442533,0.0001468,0.0031194,0.0444001
600,0.0053724,0.0455429,0.0010420,0.0020554,0.0057555,0.0103065,600,1890,0.9997425,61.7861099,1909.2583008,28.3750000,0.8486952,485.9027710,0.0108652,0.0089989,0.0102947,0.0011702,0.0009426,0.0010609,0.0324577,0.0217735,0.0275104,0.0002653,0.0002010,0.0039505,0.0031135,0.0035830,0.0219831,0.0277113,0.0102371,0.0195636,0.0050478,0.0018094,0.0036988,0.0005883,0.0003546,0.0323173,0.0101647,0.0192091,0.0015851,0.0007439,0.0011253,0.0135377,0.0054874,0.0098657,0.0197854,0.0027766,0.0092008,0.0026518,0.0006740,0.0012142,0.0320545,0.0043732,0.0138334,0.0011370,0.0004809,0.0087354,0.0014546,0.0038079,0.0047516,0.0143143,0.0027311,0.0107956,0.0118796,0.0011506,0.0040104,0.0029634,0.0007238,0.0315859,0.0022718,0.0100719,0.0067624,0.0005426,0.0013980,0.0250314,0.0019903,0.0084139,0.0015079,0.0083086,0.0202893,0.0008987,0.0041868,0.0077677,0.0013888,0.0308861,0.0010723,0.0069198,0.0095239,0.0003965,0.0018982,0.0298947,0.0013965,0.0072704,0.0326426,0.0000724,0.0035904,0.0327150
601,0.0038094,0.0454952,0.0009875,0.0018437,0.0050770,0.0097634,601,2459,0.9996543,61.7027779,1904.2861328,28.2694435,0.8307101,494.6972351,0.0121571,0.0061773,0.0095007,0.0011342,0.0008738,0.0010216,0.0593182,0.0239769,0.0377318,0.0003032,0.0002800,0.0038161,0.0021173,0.0032334,0.0242219,0.0380118,0.0071483,0.0207002,0.0055536,0.0017801,0.0033992,0.0004965,0.0003378,0.0592963,0.0068049,0.0203624,0.0014776,0.0007582,0.0010800,0.0168784,0.0041446,0.0089211,0.0333153,0.0036786,0.0087462,0.0020195,0.0006778,0.0011608,0.0589623,0.0048665,0.0136562,0.0009626,0.0004630,0.0073576,0.0016319,0.0034681,0.0051410,0.0141192,0.0038674,0.0102984,0.0132729,0.0012943,0.0036257,0.0035299,0.0007181,0.0589623,0.0033283,0.0095803,0.0050451,0.0005883,0.0013252,0.0415297,0.0023549,0.0078531,0.0018828,0.0079207,0.0290181,0.0009775,0.0037910,0.0080237,0.0012101,0.0578832,0.0015196,0.0067107,0.0128734,0.0004636,0.0016844,0.0487076,0.0015732,0.0068913,0.0593621,0.0002451,0.0030950,0.0596072
602,0.0044137,0.0465378,0.0007645,0.0012738,0.0029497,0.0060890,602,693,0.9997887,61.7416649,1906.4361572,27.9777775,0.8075656,499.0444336,0.0138962,0.0043907,0.0070211,0.0008736,0.0007044,0.0007781,0.0482786,0.0108870,0.0213727,0.0002390,0.0001589,0.0024369,0.0016044,0.0019360,0.0109760,0.0215316,0.0061607,0.0120983,0.0064271,0.0014682,0.0020802,0.0003435,0.0002580,0.0481737,0.0059077,0.0118403,0.0011965,0.0006669,0.0007955,0.0254634,0.0035899,0.0060096,0.0300144,0.0026086,0.0056508,0.0029485,0.0006065,0.0008405,0.0477877,0.0036755,0.0090257,0.0008171,0.0003489,0.0138963,0.0012424,0.0022046,0.0039328,0.0093747,0.0027283,0.0071208,0.0184086,0.0010689,0.0022973,0.0058781,0.0005161,0.0470406,0.0024310,0.0066047,0.0087324,0.0005220,0.0009394,0.0363015,0.0019611,0.0052390,0.0014950,0.0054427,0.0257705,0.0008294,0.0023958,0.0127116,0.0008158,0.0465456,0.0009614,0.0046269,0.0147329,0.0003803,0.0011245,0.0434147,0.0014096,0.0046273,0.0484481,0.0000691,0.0018819,0.0485172
603,0.0042891,0.0573355,0.0007124,0.0011573,0.0025615,0.0055400,603,1987,0.9997165,61.6500015,1900.9388428,28.3055553,0.8024529,522.7444458,0.0092453,0.0030984,0.0054599,0.0008498,0.0006605,0.0007350,0.0253754,0.0066653,0.0150355,0.0002096,0.0001225,0.0024333,0.0013656,0.0017829,0.0067360,0.0151580,0.0051127,0.0097389,0.0038851,0.0012008,0.0018674,0.0003827,0.0002435,0.0252025,0.0049031,0.0094954,0.0011112,0.0006221,0.0007569,0.0138710,0.0024751,0.0050949,0.0176264,0.0019762,0.0047753,0.0018306,0.0005897,0.0007914,0.0251804,0.0024099,0.0072813,0.0007524,0.0003405,0.0059216,0.0011254,0.0019362,0.0026419,0.0076217,0.0020190,0.0059076,0.0087959,0.0008807,0.0020222,0.0020581,0.0004881,0.0247289,0.0016287,0.0054196,0.0034065,0.0004634,0.0008625,0.0202119,0.0015042,0.0043952,0.0013452,0.0045523,0.0163554,0.0007523,0.0021214,0.0063866,0.0007317,0.0238005,0.0009516,0.0038206,0.0094493,0.0003744,0.0010099,0.0229468,0.0011801,0.0039060,0.0255208,0.0000643,0.0016972,0.0255851
604,0.0056902,0.0451422,0.0007130,0.0011523,0.0026225,0.0054919,604,426,0.9997425,61.7861099,1909.2583008,28.2472229,0.8622516,473.5083313,0.0068240,0.0029080,0.0051854,0.0008071,0.0006440,0.0007296,0.0164291,0.0064501,0.0127676,0.0001898,0.0000996,0.0021086,0.0013313,0.0017626,0.0065623,0.0128672,0.0044843,0.0088048,0.0039681,0.0012070,0.0018604,0.0003708,0.0002222,0.0162764,0.0043513,0.0085825,0.0011139,0.0005883,0.0007512,0.0097781,0.0022262,0.0047974,0.0105115,0.0020305,0.0045978,0.0015282,0.0005671,0.0007756,0.0161961,0.0025950,0.0068959,0.0006529,0.0003280,0.0042229,0.0011115,0.0019242,0.0028831,0.0072239,0.0019075,0.0057426,0.0067785,0.0009054,0.0019996,0.0012238,0.0004614,0.0153987,0.0015423,0.0052811,0.0026504,0.0004838,0.0008323,0.0138589,0.0016021,0.0043244,0.0013316,0.0044593,0.0099994,0.0007492,0.0020890,0.0042845,0.0007021,0.0153503,0.0009138,0.0037572,0.0045298,0.0002524,0.0009727,0.0160845,0.0010595,0.0038440,0.0164291,0.0000445,0.0017096,0.0164736
605,0.0046879,0.0598801,0.0007383,0.0012304,0.0028130,0.0054747,605,1219,0.9996543,61.7027779,1904.2861328,27.9083328,0.8406818,472.4472351,0.0072132,0.0028108,0.0050612,0.0009486,0.0006544,0.0007791,0.0238491,0.0055803,0.0128228,0.0001863,0.0001273,0.0027008,0.0013392,0.0019351,0.0057093,0.0129501,0.0041459,0.0086961,0.0038319,0.0012943,0.0020126,0.0004866,0.0002598,0.0237001,0.0039103,0.0084363,0.0011049,0.0006343,0.0008039,0.0084762,0.0025336,0.0047544,0.0094318,0.0020800,0.0045895,0.0020016,0.0005806,0.0008540,0.0234630,0.0026460,0.0066421,0.0008940,0.0003687,0.0051683,0.0011388,0.0020500,0.0028903,0.0070108,0.0021131,0.0055719,0.0066796,0.0009692,0.0021128,0.0023764,0.0005161,0.0230561,0.0016617,0.0050559,0.0033683,0.0005013,0.0009260,0.0143401,0.0016275,0.0042724,0.0014602,0.0044080,0.0097300,0.0007892,0.0021852,0.0042860,0.0008074,0.0211038,0.0009500,0.0036006,0.0055464,0.0003573,0.0010937,0.0167164,0.0012401,0.0038383,0.0239743,0.0000610,0.0018148,0.0240354
606,0.0037377,0.0595426,0.0008069,0.0013813,0.0032092,0.0055084,606,2112,0.9997887,61.7416649,1906.4361572,27.2555561,0.8104661,462.9777832,0.0076348,0.0038820,0.0053995,0.0009904,0.0007273,0.0008341,0.0408146,0.0084484,0.0179267,0.0002741,0.0001836,0.0030174,0.0016600,0.0021429,0.0085175,0.0181104,0.0052764,0.0107770,0.0040664,0.0013446,0.0021658,0.0004790,0.0002912,0.0406097,0.0052073,0.0104859,0.0015632,0.0006395,0.0008902,0.0131368,0.0027697,0.0053390,0.0202388,0.0023687,0.0051402,0.0018186,0.0006261,0.0009237,0.0405772,0.0037076,0.0080910,0.0009182,0.0003926,0.0056802,0.0013013,0.0022196,0.0040226,0.0084837,0.0026694,0.0065603,0.0109207,0.0010704,0.0022712,0.0018007,0.0005539,0.0403129,0.0022536,0.0060063,0.0028537,0.0005465,0.0009961,0.0281808,0.0020098,0.0048582,0.0016433,0.0051305,0.0167754,0.0008320,0.0023660,0.0047052,0.0008396,0.0390325,0.0012829,0.0042909,0.0056821,0.0004281,0.0011432,0.0370072,0.0014237,0.0043817,0.0410197,0.0000691,0.0020177,0.0410887
607,0.0033705,0.0570656,0.0010393,0.0020189,0.0059457,0.0142080,607,1087,0.9997120,61.6416664,1900.4305420,27.1333332,0.7957322,470.1889038,0.0201302,0.0059559,0.0134571,0.0012100,0.0008932,0.0010697,0.0806062,0.0153057,0.0438062,0.0002408,0.0001781,0.0047630,0.0023764,0.0036861,0.0155061,0.0439843,0.0063400,0.0271908,0.0079128,0.0018886,0.0039441,0.0004306,0.0003312,0.0804451,0.0060223,0.0268596,0.0019683,0.0008137,0.0011539,0.0256508,0.0039494,0.0122487,0.0373800,0.0033193,0.0109182,0.0050316,0.0007437,0.0012989,0.0803005,0.0041815,0.0168704,0.0014368,0.0004882,0.0139322,0.0016942,0.0043150,0.0046084,0.0173585,0.0031431,0.0129820,0.0202483,0.0012787,0.0045970,0.0052726,0.0007778,0.0798913,0.0028189,0.0122043,0.0075043,0.0006629,0.0015428,0.0579008,0.0020763,0.0098909,0.0018546,0.0095649,0.0315833,0.0009365,0.0047734,0.0130373,0.0016048,0.0798913,0.0014151,0.0079601,0.0158681,0.0004638,0.0021930,0.0737762,0.0016202,0.0083655,0.0807962,0.0000404,0.0034780,0.0808366
608,0.0049342,0.0573728,0.0007088,0.0011393,0.0021704,0.0040959,608,1270,0.9998020,61.7666664,1907.9610596,27.0249996,0.8155701,448.7250061,0.0043300,0.0036258,0.0040943,0.0007458,0.0006838,0.0007118,0.0109493,0.0077449,0.0087317,0.0001403,0.0000975,0.0017471,0.0015507,0.0016482,0.0078599,0.0088292,0.0049363,0.0067845,0.0020267,0.0012971,0.0016420,0.0003771,0.0002522,0.0106949,0.0047052,0.0065323,0.0009315,0.0006330,0.0007248,0.0051964,0.0026224,0.0039197,0.0075637,0.0019225,0.0037503,0.0010706,0.0005685,0.0007421,0.0106534,0.0027530,0.0055019,0.0006529,0.0003351,0.0024015,0.0010796,0.0016553,0.0030289,0.0058370,0.0021491,0.0048035,0.0045405,0.0009943,0.0016888,0.0016469,0.0004556,0.0106073,0.0017627,0.0043479,0.0018716,0.0004739,0.0007798,0.0089469,0.0017580,0.0035293,0.0012707,0.0037457,0.0050554,0.0007315,0.0017380,0.0026065,0.0006568,0.0101073,0.0007496,0.0030889,0.0028822,0.0003483,0.0008806,0.0104539,0.0010717,0.0031910,0.0109493,0.0000494,0.0016453,0.0109988
609,0.0039206,0.0490747,0.0006852,0.0010715,0.0020821,0.0038942,609,1337,0.9996549,61.6333351,1900.0222168,26.6444435,0.7977027,446.8944397,0.0053757,0.0027546,0.0038833,0.0007163,0.0006365,0.0006891,0.0188248,0.0069939,0.0106727,0.0002041,0.0001274,0.0016509,0.0013183,0.0015202,0.0071748,0.0108001,0.0039385,0.0074349,0.0023405,0.0012027,0.0015497,0.0003252,0.0002199,0.0186042,0.0036536,0.0072150,0.0008845,0.0006149,0.0006986,0.0097846,0.0022073,0.0037272,0.0128388,0.0018311,0.0035471,0.0011910,0.0005699,0.0007188,0.0185337,0.0022314,0.0055616,0.0005146,0.0003066,0.0047488,0.0010637,0.0015910,0.0025533,0.0058682,0.0018511,0.0046831,0.0072598,0.0008842,0.0016285,0.0015858,0.0004239,0.0181547,0.0016329,0.0042592,0.0025841,0.0004968,0.0007506,0.0133211,0.0015649,0.0033794,0.0011821,0.0036131,0.0097774,0.0007111,0.0016773,0.0045747,0.0006124,0.0178170,0.0009116,0.0030007,0.0054253,0.0003956,0.0008371,0.0160726,0.0010070,0.0030775,0.0188730,0.0000381,0.0015063,0.0189111
